=== LPC Import Credits ===
Generated: 2026-03-01 22:29:23
Total items: 1101

All assets imported under their respective safe licenses (CC0, OGA-BY, CC-BY).
Assets requiring GPL or CC-BY-SA were excluded from import.

[Afro] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
[Body Color] (female) Authors: bluecarrot16, JaidynReiman, Benjamin K. Smith (BenCreating), Evert, Eliza Wyatt (ElizaWy), TheraHedwig, MuffinElZangano, Durrani, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani ; https://opengameart.org/content/lpc-runcycle-and-diagonal-walkcycle ; https://opengameart.org/content/lpc-revised-character-basics ; https://opengameart.org/content/lpc-be-seated ; https://opengameart.org/content/lpc-runcycle-for-male-muscular-and-pregnant-character-bases-with-modular-heads ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-character-bases
[Body Color] (female) Authors: bluecarrot16, JaidynReiman, Evert, TheraHedwig, MuffinElZangano, Durrani, Benjamin K. Smith (BenCreating), Pierre Vigier (pvigier), Eliza Wyatt (ElizaWy), Matthew Krohn (makrohn), Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-ladies ; https://opengameart.org/content/lpc-pregnancy-bases-maternity-wear ; https://opengameart.org/content/lpc-7-womens-shirts ; https://opengameart.org/content/lpc-jump-expanded ; https://gitlab.com/vagabondgame/lpc-characters ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani ; https://opengameart.org/content/lpc-runcycle-and-diagonal-walkcycle
[Body Color] (female) Authors: bluecarrot16, JaidynReiman, Evert, TheraHedwig, MuffinElZangano, Durrani, Sander Frenken (castelonia), Benjamin K. Smith (BenCreating), Eliza Wyatt (ElizaWy), dalonedrau, Stephen Challener (Redshrike) | License: CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-barbarian-sprite-base ; https://opengameart.org/content/lpc-muscular-swing-animation ; https://opengameart.org/content/lpc-muscular-hurt-animation ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-revised-character-basics ; https://opengameart.org/content/lpc-be-seated ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-character-bases ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani
[Body Color] (male) Authors: Benjamin K. Smith (BenCreating), bluecarrot16, TheraHedwig, Evert, MuffinElZangano, Durrani, Pierre Vigier (pvigier), ElizaWy, Matthew Krohn (makrohn), Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-ladies ; https://opengameart.org/content/lpc-7-womens-shirts ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-be-seated ; https://opengameart.org/content/lpc-revised-character-basics ; https://gitlab.com/vagabondgame/lpc-characters ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani ; https://opengameart.org/content/lpc-runcycle-and-diagonal-walkcycle
[Body Color] (male) Authors: bluecarrot16, Benjamin K. Smith (BenCreating), ElizaWy, MuffinElZangano, Durrani, Nila122, kheftel, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-child-standing-template ; https://opengameart.org/content/lpc-children-walk-animation ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-jump-expanded
[Body Color] (male) Authors: bluecarrot16, Evert, TheraHedwig, Benjamin K. Smith (BenCreating), MuffinElZangano, Durrani, Pierre Vigier (pvigier), Eliza Wyatt (ElizaWy), Matthew Krohn (makrohn), Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-ladies ; https://opengameart.org/content/lpc-teen-unisex-base-clothes ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-revised-character-basics ; https://opengameart.org/content/lpc-be-seated ; https://gitlab.com/vagabondgame/lpc-characters ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani ; https://opengameart.org/content/lpc-jump-expanded
[Body Color] (male) Authors: bluecarrot16, JaidynReiman, Benjamin K. Smith (BenCreating), Evert, Eliza Wyatt (ElizaWy), TheraHedwig, MuffinElZangano, Durrani, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani ; https://opengameart.org/content/lpc-runcycle-and-diagonal-walkcycle ; https://opengameart.org/content/lpc-revised-character-basics ; https://opengameart.org/content/lpc-be-seated ; https://opengameart.org/content/lpc-runcycle-for-male-muscular-and-pregnant-character-bases-with-modular-heads ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-character-bases
[Body Color] (male) Authors: bluecarrot16, JaidynReiman, Evert, TheraHedwig, MuffinElZangano, Durrani, Benjamin K. Smith (BenCreating), Pierre Vigier (pvigier), Eliza Wyatt (ElizaWy), Matthew Krohn (makrohn), Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-ladies ; https://opengameart.org/content/lpc-pregnancy-bases-maternity-wear ; https://opengameart.org/content/lpc-7-womens-shirts ; https://opengameart.org/content/lpc-jump-expanded ; https://gitlab.com/vagabondgame/lpc-characters ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani ; https://opengameart.org/content/lpc-runcycle-and-diagonal-walkcycle
[Body Color] (male) Authors: bluecarrot16, JaidynReiman, Evert, TheraHedwig, MuffinElZangano, Durrani, Sander Frenken (castelonia), Benjamin K. Smith (BenCreating), Eliza Wyatt (ElizaWy), dalonedrau, Stephen Challener (Redshrike) | License: CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-barbarian-sprite-base ; https://opengameart.org/content/lpc-muscular-swing-animation ; https://opengameart.org/content/lpc-muscular-hurt-animation ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-revised-character-basics ; https://opengameart.org/content/lpc-be-seated ; https://opengameart.org/content/lpc-jump-expanded ; https://opengameart.org/content/lpc-character-bases ; https://opengameart.org/content/lpc-male-jumping-animation-by-durrani
[Bonnie Alt Tilt] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Bonnie Alt Tilt] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Bonnie Center Trim] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Bonnie Center Trim] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Bonnie feather] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Bonnie feather] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Bonnie] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Bonnie] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Boomerang] (female) Authors: bluecarrot16 | License: OGA-BY 3.0+, GPL 3.0, CC-BY 4.0 | https://opengameart.org/content/lpc-more-weapons
[Boomerang] (male) Authors: bluecarrot16 | License: OGA-BY 3.0+, GPL 3.0, CC-BY 4.0 | https://opengameart.org/content/lpc-more-weapons
[Bordered Bandana] (female) Authors: Napsio (Vitruvian Studio), JaidynReiman, Michael Whitlock (bigbeargames), Matthew Krohn (makrohn), Marcel van de Steeg (MadMarcel) | License: OGA-BY 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://github.com/makrohn/Universal-LPC-spritesheet/commit/f50007cb47c235d8896cafae7a613f0b6a9a09a8?short_path=02b86d4#diff-02b86d45789a3e3e8e79519c7d17d15c9e6ecc9b4ddecb1bcd8dfbbaef430b75 ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Bordered Bandana] (male) Authors: Napsio (Vitruvian Studio), JaidynReiman, Michael Whitlock (bigbeargames), Matthew Krohn (makrohn), Marcel van de Steeg (MadMarcel) | License: OGA-BY 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://github.com/makrohn/Universal-LPC-spritesheet/commit/f50007cb47c235d8896cafae7a613f0b6a9a09a8?short_path=02b86d4#diff-02b86d45789a3e3e8e79519c7d17d15c9e6ecc9b4ddecb1bcd8dfbbaef430b75 ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[bordure] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[bordure] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Bowtie 2] (female) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing/Feminine%2C%20Thin/Accessories ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing/Masculine%2C%20Thin/Accessories/Neckwear%2001%20-%20Bowtie ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Bowtie 2] (male) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing/Feminine%2C%20Thin/Accessories ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing/Masculine%2C%20Thin/Accessories/Neckwear%2001%20-%20Bowtie ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Box Charm] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Box Charm] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Bracers] (female) Authors: Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Bracers] (male) Authors: Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Braid] (female) Authors: Nila122, ElizaWy | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0, GPL 2.0 | https://opengameart.org/content/3-hairs-for-lpc ; https://opengameart.org/content/lpc-hair
[Braid] (male) Authors: Nila122, ElizaWy | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0, GPL 2.0 | https://opengameart.org/content/3-hairs-for-lpc ; https://opengameart.org/content/lpc-hair
[Buzzcut] (female) Authors: ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-hair
[Buzzcut] (male) Authors: ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-hair
[Cape Trim] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; http://opengameart.org/content/lpc-clothing-updates
[Cape Trim] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; http://opengameart.org/content/lpc-clothing-updates
[Capeclip] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; http://opengameart.org/content/lpc-clothing-updates
[Capeclip] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; http://opengameart.org/content/lpc-clothing-updates
[Capetie] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more
[Capetie] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more
[Cardigan] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Cardigan] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Cat Ears Skintone] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Cat Ears Skintone] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Cat Ears] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Cat Ears] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Cat Tail] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Cat Tail] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-furry-ears-tails-for-rpg-sprites
[Cavalier feather] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Cavalier feather] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Cavalier] (female) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Cavalier] (male) Authors: bluecarrot16, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Celestial Wizard Hat Second Color] (female) Authors: JaidynReiman, Napsio, Michael Whitlock (bigbeargames), Tracy | License: CC-BY 3.0 | https://opengameart.org/content/lpc-celestial-wizard-hats ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Celestial Wizard Hat Second Color] (male) Authors: JaidynReiman, Napsio, Michael Whitlock (bigbeargames), Tracy | License: CC-BY 3.0 | https://opengameart.org/content/lpc-celestial-wizard-hats ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Celestial Wizard Hat] (female) Authors: Napsio, Michael Whitlock (bigbeargames), Tracy | License: CC-BY 3.0 | https://opengameart.org/content/lpc-celestial-wizard-hats ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Celestial Wizard Hat] (male) Authors: Napsio, Michael Whitlock (bigbeargames), Tracy | License: CC-BY 3.0 | https://opengameart.org/content/lpc-celestial-wizard-hats ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Celestial Wizard Moon Hat Second Color] (female) Authors: Napsio, Michael Whitlock (bigbeargames), Tracy | License: CC-BY 3.0 | https:/opengameart.org/content/lpc-celestial-wizard-hats ; https:/opengameart.org/content/lpc-expanded-hats-facial-helmets
[Celestial Wizard Moon Hat Second Color] (male) Authors: Napsio, Michael Whitlock (bigbeargames), Tracy | License: CC-BY 3.0 | https:/opengameart.org/content/lpc-celestial-wizard-hats ; https:/opengameart.org/content/lpc-expanded-hats-facial-helmets
[Celestial Wizard Moon Hat] (female) Authors: Napsio, Michael Whitlock (bigbeargames), Tracy | License: CC-BY 3.0 | https:/opengameart.org/content/lpc-celestial-wizard-hats ; https:/opengameart.org/content/lpc-expanded-hats-facial-helmets
